Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
0.3870967741935484,1,0.16129032258064516,0.6666666666666667,4,3,5,1,0.7142857142857143,1.0,1.0,0.3333333333333333,0.44060081929904393,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0.03225806451612903,1,0.6129032258064516,0.6666666666666667,5,1,7,0,0.1428571428571428,0.3333333333333333,0.5,0.4444444444444444,0.29267182521620383,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False
0.03225806451612903,1,0.6129032258064516,1.0,4,4,3,0,0.2142857142857143,0.6666666666666666,0.5,0.1111111111111111,0.28076164466696996,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.6774193548387096,3,0.5161290322580645,1.0,4,3,5,1,0.4999999999999999,0.6666666666666666,0.5,0.3333333333333333,0.4613867394932484,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.03225806451612903,1,0.06451612903225806,1.0,4,2,4,1,0.4285714285714285,1.0,1.0,0.1111111111111111,0.28705810954331656,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0.03225806451612903,1,0.5806451612903226,0.6666666666666667,4,4,11,0,0.2857142857142857,1.0,1.0,0.3333333333333333,0.32635411925352764,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0.12903225806451613,1,0.16129032258064516,0.6666666666666667,4,1,6,0,0.3571428571428571,0.6666666666666666,0.5,0.5555555555555556,0.272189349112426,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0.16129032258064516,1,0.8387096774193549,0.3333333333333333,4,1,4,0,0.7142857142857143,0.6666666666666666,0.5,0.5555555555555556,0.5104688211197085,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0.0,1,0.0967741935483871,0.3333333333333333,3,3,7,0,0.4285714285714285,0.6666666666666666,0.5,0.1111111111111111,0.25587922925201034,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0.25806451612903225,1,0.29032258064516125,0.3333333333333333,4,5,2,0,0.0,0.0,0.0,0.1111111111111111,0.11758458504020641,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.8709677419354839,1,0.6774193548387096,0.3333333333333333,3,3,4,0,0.0714285714285714,0.0,0.0,0.3333333333333333,0.292823547261417,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.5483870967741935,1,0.9354838709677419,0.6666666666666667,2,4,7,0,0.1428571428571428,0.6666666666666666,0.5,0.3333333333333333,0.4830071309361249,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
0.5806451612903225,1,0.7741935483870968,0.3333333333333333,3,5,2,1,0.2857142857142857,0.3333333333333333,0.0,0.8888888888888888,0.19905932331967835,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0.8387096774193548,1,0.06451612903225806,0.3333333333333333,4,3,5,1,0.6428571428571427,0.3333333333333333,0.0,0.3333333333333333,0.9069943862843267,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0.03225806451612903,1,0.5161290322580645,0.6666666666666667,5,4,3,1,0.9999999999999999,0.6666666666666666,0.5,0.3333333333333333,0.3970565923228645,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
0.03225806451612903,3,0.4193548387096774,0.6666666666666667,3,3,10,0,0.1428571428571428,0.6666666666666666,0.5,0.3333333333333333,0.47018661811561213,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
0.0,1,0.29032258064516125,0.3333333333333333,3,5,2,0,0.2142857142857143,0.0,0.0,0.2222222222222222,0.11310878470641783,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0.0,3,0.4516129032258065,0.3333333333333333,3,3,4,1,0.0,0.0,0.5,0.2222222222222222,0.6709907449552418,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0.0,2,0.29032258064516125,0.3333333333333333,4,1,2,0,0.0714285714285714,0.0,0.0,0.0,0.11796389015323916,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0.03225806451612903,1,0.6129032258064516,0.6666666666666667,4,4,2,1,0.4285714285714285,0.3333333333333333,0.5,0.2222222222222222,0.34509179183735406,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
0.3870967741935484,1,0.22580645161290322,0.3333333333333333,4,5,5,0,0.2857142857142857,0.3333333333333333,0.0,0.7777777777777777,0.681383705052344,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0.3225806451612903,1,0.6451612903225806,0.6666666666666667,2,1,6,0,0.5714285714285713,0.6666666666666666,0.5,0.1111111111111111,0.3928842360795023,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0.03225806451612903,3,0.32258064516129037,0.6666666666666667,4,3,2,1,0.8571428571428571,0.6666666666666666,0.5,0.5555555555555556,0.4853588226369291,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0.03225806451612903,1,0.3548387096774194,0.6666666666666667,5,4,3,0,0.0714285714285714,0.3333333333333333,0.5,0.1111111111111111,0.31747837960855707,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0.03225806451612903,1,0.06451612903225806,0.6666666666666667,5,5,3,1,0.0714285714285714,0.3333333333333333,0.5,0.1111111111111111,0.2890304961310878,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.22580645161290322,3,0.29032258064516125,0.6666666666666667,3,5,6,0,0.4285714285714285,0.3333333333333333,0.0,0.2222222222222222,0.41655287513275663,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0.45161290322580644,1,0.0967741935483871,0.6666666666666667,4,3,3,1,0.4285714285714285,0.0,0.0,0.7777777777777777,0.4401456531634046,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0.45161290322580644,1,0.1290322580645161,0.0,5,3,4,0,0.2857142857142857,0.3333333333333333,1.0,0.3333333333333333,0.32620239720831445,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0.1935483870967742,3,0.03225806451612903,0.3333333333333333,1,5,2,0,0.7857142857142857,0.0,0.0,0.8888888888888888,0.22970717645273864,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.8709677419354839,1,0.6451612903225806,0.6666666666666667,3,5,10,1,0.0,0.0,0.0,0.4444444444444444,0.33955393718707316,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.03225806451612903,2,0.25806451612903225,1.0,4,5,6,1,0.8571428571428571,0.6666666666666666,0.5,0.3333333333333333,0.27036868456986796,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
0.5806451612903225,1,0.6774193548387096,0.6666666666666667,5,5,3,1,0.4999999999999999,0.0,0.0,0.7777777777777777,0.7466241844940068,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0.03225806451612903,1,0.1290322580645161,0.6666666666666667,2,2,3,0,0.1428571428571428,0.6666666666666666,0.5,0.4444444444444444,0.5282203004096494,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0.25806451612903225,1,0.0967741935483871,0.3333333333333333,3,1,3,0,0.2142857142857143,0.3333333333333333,0.0,0.7777777777777777,0.36056744044909717,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.1935483870967742,1,0.16129032258064516,0.3333333333333333,4,4,9,0,0.0,0.0,0.0,0.2222222222222222,0.21461083295402827,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.03225806451612903,3,0.8387096774193549,1.0,6,1,3,1,0.2857142857142857,0.6666666666666666,0.5,0.1111111111111111,0.19792140798057967,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0.45161290322580644,3,0.16129032258064516,0.6666666666666667,5,3,3,1,0.2857142857142857,0.3333333333333333,0.5,0.3333333333333333,0.31664390835988476,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0.45161290322580644,1,0.1290322580645161,1.0,5,3,8,0,0.8571428571428571,0.6666666666666666,0.5,0.1111111111111111,0.3746775906539218,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.12903225806451613,3,0.5483870967741936,1.0,5,5,4,0,0.0714285714285714,0.3333333333333333,0.5,0.8888888888888888,0.6547564861174328,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0.967741935483871,1,0.03225806451612903,0.3333333333333333,5,3,3,1,0.1428571428571428,0.3333333333333333,0.0,0.2222222222222222,0.3528296161432255,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0.6774193548387096,1,0.1290322580645161,0.6666666666666667,4,3,6,0,0.9999999999999999,0.6666666666666666,0.5,0.1111111111111111,0.3011682597481412,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.03225806451612903,1,0.5806451612903226,0.6666666666666667,4,4,4,1,0.2142857142857143,0.6666666666666666,0.5,0.3333333333333333,0.2931269913518434,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
0.6129032258064516,2,0.8387096774193549,0.6666666666666667,4,4,3,0,0.4285714285714285,0.3333333333333333,0.5,0.5555555555555556,0.2782582309209528,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0.1935483870967742,3,0.8387096774193549,0.3333333333333333,3,3,2,0,0.0714285714285714,0.0,0.0,0.1111111111111111,0.267789409801244,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.03225806451612903,1,0.16129032258064516,0.6666666666666667,4,5,7,1,0.0714285714285714,0.3333333333333333,0.5,0.5555555555555556,0.3146715217721133,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0.06451612903225806,3,0.29032258064516125,0.6666666666666667,4,5,2,0,0.2857142857142857,0.6666666666666666,0.5,0.4444444444444444,0.48467607343346975,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.6774193548387096,3,0.5161290322580645,0.6666666666666667,4,5,4,0,0.1428571428571428,0.3333333333333333,0.5,0.8888888888888888,0.4893794568350781,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
0.0,3,0.8709677419354839,0.3333333333333333,3,1,2,0,0.8571428571428571,0.0,0.0,0.4444444444444444,0.39227734789864976,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0.5806451612903225,2,0.16129032258064516,0.3333333333333333,5,3,5,0,0.7142857142857143,0.3333333333333333,0.0,0.3333333333333333,0.6635563647397965,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.1935483870967742,3,0.1290322580645161,1.0,4,5,3,0,0.1428571428571428,0.6666666666666666,0.5,0.1111111111111111,0.3275678956152329,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.1935483870967742,3,0.3548387096774194,0.3333333333333333,4,2,4,0,0.2142857142857143,0.3333333333333333,0.0,0.1111111111111111,0.27863753603398556,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
0.29032258064516125,2,0.3548387096774194,0.3333333333333333,3,1,1,0,0.2142857142857143,0.3333333333333333,0.5,0.1111111111111111,0.08617812168108019,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.4193548387096774,1,0.0967741935483871,0.3333333333333333,1,4,2,0,0.9285714285714285,0.0,1.0,0.7777777777777777,0.24541040813230153,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.3225806451612903,1,0.19354838709677422,0.6666666666666667,5,2,3,0,0.4285714285714285,0.6666666666666666,0.5,1.0,0.553861326050675,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.0,1,0.29032258064516125,0.3333333333333333,3,4,2,1,0.4285714285714285,0.0,0.0,0.0,0.1061295706266121,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.03225806451612903,1,0.9999999999999999,1.0,5,4,2,0,0.0714285714285714,0.6666666666666666,0.5,0.5555555555555556,0.377029282354726,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0.45161290322580644,3,0.22580645161290322,0.6666666666666667,5,5,7,1,0.7857142857142857,0.3333333333333333,0.5,0.3333333333333333,0.9077529965103929,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0.03225806451612903,3,0.19354838709677422,0.6666666666666667,4,3,3,1,0.1428571428571428,0.6666666666666666,0.5,0.4444444444444444,0.42884236079502347,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.3225806451612903,1,0.06451612903225806,0.6666666666666667,5,3,2,0,0.3571428571428571,0.6666666666666666,0.5,0.3333333333333333,0.44492489758761955,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.3870967741935484,1,0.06451612903225806,0.6666666666666667,4,3,6,1,0.2857142857142857,0.3333333333333333,0.5,0.1111111111111111,0.7094522834167803,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.1935483870967742,3,0.06451612903225806,1.0,5,4,2,0,0.2857142857142857,0.3333333333333333,1.0,0.3333333333333333,0.28523744500075854,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
0.8064516129032258,1,0.29032258064516125,0.6666666666666667,3,5,10,0,0.1428571428571428,0.3333333333333333,0.0,0.4444444444444444,0.14724624487938098,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.0,1,0.16129032258064516,0.6666666666666667,3,5,2,0,0.5714285714285713,0.3333333333333333,0.0,0.0,0.1489910483993323,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0.7096774193548387,1,0.25806451612903225,1.0,5,3,4,0,0.2142857142857143,0.3333333333333333,1.0,0.3333333333333333,0.4347595205583371,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.03225806451612903,2,0.7741935483870968,0.6666666666666667,5,4,3,0,0.1428571428571428,0.6666666666666666,0.5,0.1111111111111111,0.33029889242906985,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0.06451612903225806,1,0.29032258064516125,0.6666666666666667,1,3,7,0,0.4999999999999999,0.0,0.0,0.0,0.10939159459869507,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0.1935483870967742,1,0.29032258064516125,1.0,3,4,3,0,0.7142857142857143,0.3333333333333333,0.5,0.4444444444444444,0.32506448186921555,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0.03225806451612903,3,0.5483870967741936,0.6666666666666667,6,1,8,1,0.2857142857142857,0.6666666666666666,1.0,0.3333333333333333,0.5257927476862388,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.12903225806451613,3,0.6774193548387096,0.6666666666666667,1,2,1,0,0.0714285714285714,0.3333333333333333,0.5,0.2222222222222222,0.13518434228493392,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
1.0,1,0.06451612903225806,0.6666666666666667,4,3,4,0,0.0714285714285714,0.6666666666666666,0.5,0.3333333333333333,0.6255499924138977,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0.0,1,0.19354838709677422,0.3333333333333333,4,2,2,1,0.3571428571428571,0.0,0.0,0.3333333333333333,0.8950842057350931,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0.3548387096774194,1,0.8709677419354839,0.6666666666666667,5,2,9,0,0.2142857142857143,0.3333333333333333,0.5,0.4444444444444444,0.5478683052647549,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.03225806451612903,1,0.1290322580645161,1.0,5,3,8,1,0.3571428571428571,0.3333333333333333,0.5,0.1111111111111111,0.27165832195418005,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
0.0,3,0.03225806451612903,0.3333333333333333,5,4,7,0,0.2857142857142857,0.0,0.0,0.0,0.43438021544530414,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.0,1,0.16129032258064516,0.6666666666666667,1,5,3,0,0.3571428571428571,0.0,0.0,0.2222222222222222,0.13730845091791832,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.4193548387096774,1,0.32258064516129037,0.6666666666666667,4,3,3,0,0.0714285714285714,0.3333333333333333,0.5,0.8888888888888888,0.3979669245941436,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.12903225806451613,3,0.19354838709677422,0.6666666666666667,3,1,2,0,0.0,0.0,0.0,0.2222222222222222,0.3388711879836138,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0.8387096774193548,1,0.29032258064516125,0.3333333333333333,3,2,3,0,0.4285714285714285,0.3333333333333333,0.5,0.2222222222222222,0.10931573357608859,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.03225806451612903,3,0.6774193548387096,1.0,2,1,10,1,0.2142857142857143,0.3333333333333333,0.5,0.5555555555555556,0.5154756486117432,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
0.06451612903225806,3,0.22580645161290322,1.0,4,2,3,0,0.2857142857142857,0.6666666666666666,0.5,0.3333333333333333,0.4854346836595357,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
0.29032258064516125,3,0.4516129032258065,0.6666666666666667,3,4,2,0,0.1428571428571428,0.0,0.0,0.0,0.07768168714914292,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.29032258064516125,1,0.8064516129032259,0.3333333333333333,3,4,8,0,0.2857142857142857,0.3333333333333333,0.0,0.8888888888888888,0.3538916704597178,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0.29032258064516125,1,0.7096774193548387,0.6666666666666667,3,1,8,0,0.6428571428571427,0.3333333333333333,0.0,0.2222222222222222,0.0947504172356245,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.6129032258064516,3,0.3548387096774194,1.0,4,5,6,1,0.1428571428571428,0.6666666666666666,0.5,0.3333333333333333,0.9294492489758762,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0.12903225806451613,3,0.29032258064516125,0.6666666666666667,4,4,2,0,0.2857142857142857,0.6666666666666666,0.5,0.3333333333333333,0.3394022151418602,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0.12903225806451613,1,0.8387096774193549,1.0,4,3,3,0,0.8571428571428571,0.6666666666666666,0.5,0.1111111111111111,0.3174025185859505,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0.5161290322580645,1,0.9999999999999999,0.6666666666666667,6,1,6,0,0.6428571428571427,0.6666666666666666,0.5,0.1111111111111111,0.43718707328174766,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
0.29032258064516125,1,0.19354838709677422,0.6666666666666667,5,2,3,0,0.2142857142857143,1.0,1.0,0.3333333333333333,0.29335457441966317,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
0.16129032258064516,3,0.16129032258064516,0.3333333333333333,3,4,3,0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.2216659080564406,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.967741935483871,1,0.3548387096774194,0.6666666666666667,4,1,9,0,0.0714285714285714,0.3333333333333333,0.5,0.2222222222222222,0.9553937187073277,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
0.45161290322580644,3,0.1290322580645161,0.3333333333333333,4,4,3,0,0.0,0.0,0.0,0.4444444444444444,0.6015020482476102,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0.22580645161290322,1,0.29032258064516125,0.3333333333333333,1,3,3,0,0.0714285714285714,0.0,0.0,0.2222222222222222,0.2575481717493552,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.29032258064516125,1,0.4838709677419355,0.3333333333333333,3,3,2,0,0.3571428571428571,0.3333333333333333,0.0,0.0,0.03830981641632525,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0.4193548387096774,3,0.1290322580645161,0.6666666666666667,2,3,2,0,0.5714285714285713,0.6666666666666666,0.5,0.8888888888888888,0.7108936428463056,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0.12903225806451613,3,0.29032258064516125,1.0,4,5,9,0,0.2857142857142857,0.6666666666666666,0.5,0.3333333333333333,0.4756486117432862,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0.22580645161290322,1,0.19354838709677422,0.6666666666666667,5,4,8,0,0.7857142857142857,0.3333333333333333,0.5,0.2222222222222222,0.312016385980883,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0.25806451612903225,1,0.7741935483870968,0.6666666666666667,5,3,1,0,0.3571428571428571,0.0,0.0,0.3333333333333333,0.12866029434076776,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.03225806451612903,1,0.5806451612903226,1.0,2,1,3,1,0.2142857142857143,0.3333333333333333,0.5,0.1111111111111111,0.3357608860567439,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
0.25806451612903225,1,0.1290322580645161,0.6666666666666667,5,3,3,0,0.4999999999999999,0.3333333333333333,0.5,0.3333333333333333,0.8373539675314822,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0.29032258064516125,1,0.03225806451612903,0.6666666666666667,5,4,8,1,0.1428571428571428,0.3333333333333333,1.0,0.7777777777777777,0.09156425428614778,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.967741935483871,1,0.06451612903225806,0.6666666666666667,5,1,4,0,0.6428571428571427,0.3333333333333333,0.0,0.0,0.7490517372174174,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0.4838709677419355,1,0.29032258064516125,0.6666666666666667,2,3,3,0,0.2142857142857143,0.6666666666666666,0.5,1.0,0.36921559702624773,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.3225806451612903,3,0.06451612903225806,0.3333333333333333,5,1,2,0,0.2142857142857143,0.3333333333333333,0.0,0.3333333333333333,0.6460324685176756,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.03225806451612903,3,0.32258064516129037,0.6666666666666667,2,4,2,0,0.8571428571428571,0.6666666666666666,0.5,0.3333333333333333,0.4811106053709603,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0.7096774193548387,1,0.1290322580645161,1.0,2,4,7,0,0.0714285714285714,0.3333333333333333,0.5,0.1111111111111111,0.30723714155666826,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.0,3,0.6129032258064516,0.6666666666666667,3,3,1,1,0.4999999999999999,1.0,1.0,0.2222222222222222,0.27347898649673785,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.45161290322580644,1,0.1290322580645161,0.6666666666666667,4,5,6,0,0.4999999999999999,0.6666666666666666,0.5,0.3333333333333333,0.36929145804885455,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.0,1,0.03225806451612903,0.3333333333333333,4,3,2,0,0.0714285714285714,0.3333333333333333,0.0,0.2222222222222222,0.27370656956455763,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.1935483870967742,1,0.22580645161290322,1.0,4,4,4,0,0.2857142857142857,0.6666666666666666,0.5,0.8888888888888888,0.3192990441511151,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.5161290322580645,1,0.1290322580645161,0.6666666666666667,4,2,7,1,0.2857142857142857,0.3333333333333333,1.0,0.3333333333333333,0.30389925656197836,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0.7741935483870968,1,0.1290322580645161,0.6666666666666667,3,4,4,0,0.4999999999999999,0.3333333333333333,0.5,0.0,0.9653315126687904,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.9354838709677419,1,0.29032258064516125,0.6666666666666667,3,5,5,1,0.4999999999999999,0.6666666666666666,0.5,0.2222222222222222,0.24639660142618725,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.1935483870967742,1,0.5483870967741936,0.6666666666666667,4,1,7,0,0.5714285714285713,0.3333333333333333,0.5,0.3333333333333333,0.6188742224245182,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.3548387096774194,1,0.6774193548387096,0.6666666666666667,4,3,5,0,0.4999999999999999,0.3333333333333333,0.5,0.3333333333333333,0.5506751631011987,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0.29032258064516125,1,0.06451612903225806,0.3333333333333333,3,5,3,0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.08124715521165238,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0.03225806451612903,1,0.32258064516129037,1.0,6,5,3,0,0.3571428571428571,0.6666666666666666,0.5,0.2222222222222222,0.29904415111515703,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0.6129032258064516,3,0.8709677419354839,0.6666666666666667,4,4,9,0,0.2857142857142857,0.6666666666666666,0.5,0.2222222222222222,0.5296616598391745,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.3870967741935484,3,0.16129032258064516,0.6666666666666667,4,2,10,1,0.1428571428571428,0.6666666666666666,0.5,0.1111111111111111,0.6335912608101958,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.03225806451612903,1,0.32258064516129037,1.0,5,3,3,1,0.0714285714285714,0.6666666666666666,0.5,0.3333333333333333,0.4157184038840841,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0.7419354838709677,1,0.8709677419354839,0.6666666666666667,4,5,3,0,0.2857142857142857,0.6666666666666666,0.5,0.5555555555555556,0.35669852829616155,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.03225806451612903,3,0.19354838709677422,1.0,5,1,3,1,0.0714285714285714,0.3333333333333333,0.5,0.4444444444444444,0.4534971931421635,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.6129032258064516,1,0.3870967741935484,1.0,4,1,5,0,0.7857142857142857,0.3333333333333333,0.5,0.3333333333333333,0.31444393870429355,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0.0,3,0.4516129032258065,0.3333333333333333,3,5,3,0,0.4285714285714285,0.0,0.0,0.2222222222222222,0.24457593688362922,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.29032258064516125,1,0.29032258064516125,0.3333333333333333,1,1,2,0,0.5714285714285713,0.3333333333333333,0.0,0.1111111111111111,0.0955848884842968,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0.9032258064516129,1,0.03225806451612903,0.6666666666666667,4,3,9,0,0.0714285714285714,0.3333333333333333,0.5,0.1111111111111111,0.39986345015930824,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.06451612903225806,1,0.06451612903225806,0.3333333333333333,3,5,1,0,0.0714285714285714,0.0,0.0,0.2222222222222222,0.3310575026551358,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0.29032258064516125,1,0.0967741935483871,0.3333333333333333,3,5,7,1,0.2142857142857143,0.0,0.0,0.2222222222222222,0.07836443635260193,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0.29032258064516125,1,0.7419354838709677,0.3333333333333333,3,3,5,1,0.0,0.0,0.0,0.1111111111111111,0.08519192838719458,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.45161290322580644,1,0.29032258064516125,0.3333333333333333,5,2,3,0,0.2857142857142857,0.0,0.0,0.3333333333333333,0.7313761189500833,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
